user_id,product_id,product_category,action,timestamp,session_id,segment,device,referrer,duration_seconds,scroll_depth,price,quantity,coupon_used
user_427,45,electronics,view,2024-04-02 13:26:51,sess_user_427_3,researcher,mobile,social,74,57,11880000,0,False
user_427,7,book,click,2024-04-02 13:30:05,sess_user_427_3,researcher,mobile,social,15,0,348000,0,False
user_427,32,clothes,view,2024-04-02 13:31:50,sess_user_427_3,researcher,mobile,social,86,67,2210000,0,False
user_364,42,electronics,view,2024-04-02 16:13:00,sess_user_364_2,deal_hunter,desktop,organic_search,58,47,9629000,0,False
user_364,15,book,search,2024-04-02 16:14:44,sess_user_364_2,deal_hunter,desktop,organic_search,23,0,334000,0,False
user_364,48,electronics,click,2024-04-02 16:16:52,sess_user_364_2,deal_hunter,desktop,organic_search,12,0,17300000,0,False
user_364,43,electronics,view,2024-04-02 16:18:43,sess_user_364_2,deal_hunter,desktop,organic_search,57,43,11341000,0,False
user_364,43,electronics,review_read,2024-04-02 16:20:49,sess_user_364_2,deal_hunter,desktop,organic_search,77,56,12980000,0,False
user_364,17,book,purchase,2024-04-02 16:23:10,sess_user_364_2,deal_hunter,desktop,organic_search,119,0,173000,1,False
user_164,38,clothes,search,2024-04-02 20:38:00,sess_user_164_3,window_shopper,mobile,organic_search,24,0,4633000,0,False
user_164,11,book,view,2024-04-02 20:39:17,sess_user_164_3,window_shopper,mobile,organic_search,43,82,227000,0,False
user_164,38,clothes,search,2024-04-02 20:41:55,sess_user_164_3,window_shopper,mobile,organic_search,37,0,2574000,0,False
user_164,3,book,add_to_cart,2024-04-02 20:43:10,sess_user_164_3,window_shopper,mobile,organic_search,10,0,336000,1,False
user_164,15,book,view,2024-04-02 20:43:45,sess_user_164_3,window_shopper,mobile,organic_search,58,59,223000,0,False
user_164,29,clothes,click,2024-04-02 20:45:56,sess_user_164_3,window_shopper,mobile,organic_search,10,0,4678000,0,False
user_058,7,book,view,2024-04-02 21:35:00,sess_user_058_1,window_shopper,desktop,social,88,57,262000,0,False
user_058,7,book,view,2024-04-02 21:36:42,sess_user_058_1,window_shopper,desktop,social,66,72,232000,0,False
user_058,8,book,add_to_cart,2024-04-02 21:39:14,sess_user_058_1,window_shopper,desktop,social,14,0,353000,1,False
user_437,17,book,view,2024-04-02 21:53:00,sess_user_437_2,impulse_buyer,mobile,organic_search,1,42,267000,0,False
user_437,17,book,remove_from_cart,2024-04-02 21:54:38,sess_user_437_2,impulse_buyer,mobile,organic_search,1,0,359000,0,False
user_437,17,book,purchase,2024-04-02 21:55:36,sess_user_437_2,impulse_buyer,mobile,organic_search,190,0,321000,2,False
user_437,19,book,click,2024-04-02 22:00:06,sess_user_437_2,impulse_buyer,mobile,organic_search,9,0,450000,0,False
user_437,23,book,add_to_cart,2024-04-02 22:02:03,sess_user_437_2,impulse_buyer,mobile,organic_search,2,0,138000,1,False
user_437,17,book,view,2024-04-02 22:02:49,sess_user_437_2,impulse_buyer,mobile,organic_search,55,32,163000,0,False
user_285,38,clothes,click,2024-04-03 16:36:00,sess_user_285_2,brand_loyal,tablet,recommendation,4,0,2165000,0,False
user_285,39,electronics,purchase,2024-04-03 16:37:17,sess_user_285_2,brand_loyal,tablet,recommendation,77,0,8169000,2,False
user_285,9,book,click,2024-04-03 16:40:25,sess_user_285_2,brand_loyal,tablet,recommendation,6,0,210000,0,False
user_285,38,clothes,review_read,2024-04-03 16:41:33,sess_user_285_2,brand_loyal,tablet,recommendation,89,70,3101000,0,False
user_285,38,clothes,purchase,2024-04-03 16:43:45,sess_user_285_2,brand_loyal,tablet,recommendation,98,0,4387000,1,False
user_064,24,book,click,2024-04-03 22:01:00,sess_user_064_5,price_sensitive,mobile,paid_search,5,0,133000,0,False
user_064,31,clothes,search,2024-04-03 22:02:02,sess_user_064_5,price_sensitive,mobile,paid_search,24,0,1691000,0,False
user_064,37,clothes,search,2024-04-03 22:02:56,sess_user_064_5,price_sensitive,mobile,paid_search,22,0,2667000,0,False
user_064,31,clothes,view,2024-04-03 22:04:56,sess_user_064_5,price_sensitive,mobile,paid_search,86,48,2606000,0,False
user_064,23,book,add_to_cart,2024-04-03 22:07:18,sess_user_064_5,price_sensitive,mobile,paid_search,18,0,297000,1,False
user_064,33,clothes,search,2024-04-03 22:08:23,sess_user_064_5,price_sensitive,mobile,paid_search,24,0,3447000,0,False
user_064,24,book,price_check,2024-04-03 22:09:21,sess_user_064_5,price_sensitive,mobile,paid_search,11,0,344000,0,False
user_064,31,clothes,price_check,2024-04-03 22:10:58,sess_user_064_5,price_sensitive,mobile,paid_search,37,0,2049000,0,False
user_493,12,book,view,2024-04-03 23:44:00,sess_user_493_2,window_shopper,mobile,social,33,58,183000,0,False
user_493,50,electronics,view,2024-04-03 23:45:04,sess_user_493_2,window_shopper,mobile,social,66,65,9145000,0,False
user_493,11,book,click,2024-04-03 23:47:09,sess_user_493_2,window_shopper,mobile,social,6,0,376000,0,False
user_493,28,book,search,2024-04-03 23:49:04,sess_user_493_2,window_shopper,mobile,social,30,0,248000,0,False
user_493,28,book,view,2024-04-03 23:49:44,sess_user_493_2,window_shopper,mobile,social,57,63,237000,0,False
user_493,29,clothes,add_to_cart,2024-04-03 23:52:06,sess_user_493_2,window_shopper,mobile,social,7,0,2090000,1,False
user_493,12,book,search,2024-04-03 23:52:35,sess_user_493_2,window_shopper,mobile,social,30,0,293000,0,False
user_493,29,clothes,click,2024-04-03 23:53:24,sess_user_493_2,window_shopper,mobile,social,16,0,2634000,0,False
user_152,49,electronics,click,2024-04-04 11:26:00,sess_user_152_3,loyal_customer,tablet,direct,7,0,13716000,0,False
user_152,34,clothes,purchase,2024-04-04 11:26:35,sess_user_152_3,loyal_customer,tablet,direct,127,0,2251000,2,False
user_152,27,book,purchase,2024-04-04 11:30:14,sess_user_152_3,loyal_customer,tablet,direct,93,0,161000,1,True
user_152,42,electronics,purchase,2024-04-04 11:32:50,sess_user_152_3,loyal_customer,tablet,direct,102,0,13503000,1,False
user_152,49,electronics,click,2024-04-04 11:36:21,sess_user_152_3,loyal_customer,tablet,direct,9,0,14945000,0,False
user_152,41,electronics,add_to_cart,2024-04-04 11:38:25,sess_user_152_3,loyal_customer,tablet,direct,8,0,14655000,1,False
user_152,34,clothes,price_check,2024-04-04 11:39:28,sess_user_152_3,loyal_customer,tablet,direct,20,0,4895000,0,False
user_152,13,book,search,2024-04-04 11:41:48,sess_user_152_3,loyal_customer,tablet,direct,16,0,338000,0,False
user_263,16,book,click,2024-04-04 14:13:00,sess_user_263_4,researcher,tablet,organic_search,13,0,157000,0,False
user_263,8,book,review_read,2024-04-04 14:14:29,sess_user_263_4,researcher,tablet,organic_search,334,81,410000,0,False
user_263,16,book,review_read,2024-04-04 14:21:00,sess_user_263_4,researcher,tablet,organic_search,226,100,393000,0,False
user_263,36,clothes,view,2024-04-04 14:25:55,sess_user_263_4,researcher,tablet,organic_search,98,84,3391000,0,False
user_263,16,book,view,2024-04-04 14:27:55,sess_user_263_4,researcher,tablet,organic_search,24,79,178000,0,False
user_263,29,clothes,review_read,2024-04-04 14:29:53,sess_user_263_4,researcher,tablet,organic_search,244,79,1932000,0,False
user_263,8,book,view,2024-04-04 14:35:42,sess_user_263_4,researcher,tablet,organic_search,133,90,264000,0,False
user_263,19,book,view,2024-04-04 14:39:18,sess_user_263_4,researcher,tablet,organic_search,90,75,322000,0,False
user_437,31,clothes,purchase,2024-04-04 21:53:00,sess_user_437_3,impulse_buyer,mobile,organic_search,74,0,3773000,1,False
user_437,26,book,purchase,2024-04-04 21:55:07,sess_user_437_3,impulse_buyer,mobile,organic_search,70,0,200000,1,False
user_437,12,book,view,2024-04-04 21:56:42,sess_user_437_3,impulse_buyer,mobile,organic_search,29,34,134000,0,False
user_437,17,book,purchase,2024-04-04 21:59:11,sess_user_437_3,impulse_buyer,mobile,organic_search,70,0,165000,1,False
user_437,26,book,click,2024-04-04 22:00:55,sess_user_437_3,impulse_buyer,mobile,organic_search,7,0,153000,0,False
user_070,26,book,price_check,2024-04-05 09:25:00,sess_user_070_2,researcher,mobile,organic_search,31,0,244000,0,False
user_070,1,book,click,2024-04-05 09:27:08,sess_user_070_2,researcher,mobile,organic_search,5,0,230000,0,False
user_070,42,electronics,search,2024-04-05 09:28:57,sess_user_070_2,researcher,mobile,organic_search,35,0,7771000,0,False
user_070,6,book,add_to_cart,2024-04-05 09:29:48,sess_user_070_2,researcher,mobile,organic_search,22,0,247000,3,False
user_070,42,electronics,price_check,2024-04-05 09:31:45,sess_user_070_2,researcher,mobile,organic_search,42,0,6122000,0,False
user_070,6,book,click,2024-04-05 09:32:37,sess_user_070_2,researcher,mobile,organic_search,12,0,92000,0,False
user_070,42,electronics,review_read,2024-04-05 09:33:49,sess_user_070_2,researcher,mobile,organic_search,219,73,13954000,0,False
user_070,1,book,view,2024-04-05 09:38:52,sess_user_070_2,researcher,mobile,organic_search,108,83,450000,0,False
user_050,6,book,search,2024-04-05 10:02:00,sess_user_050_3,gift_buyer,desktop,organic_search,19,0,225000,0,False
user_050,36,clothes,add_to_cart,2024-04-05 10:02:39,sess_user_050_3,gift_buyer,desktop,organic_search,22,0,3279000,1,False
user_050,33,clothes,add_to_cart,2024-04-05 10:03:21,sess_user_050_3,gift_buyer,desktop,organic_search,15,0,3636000,2,False
user_050,33,clothes,purchase,2024-04-05 10:04:47,sess_user_050_3,gift_buyer,desktop,organic_search,81,0,4207000,2,False
user_050,15,book,click,2024-04-05 10:07:25,sess_user_050_3,gift_buyer,desktop,organic_search,8,0,334000,0,False
user_050,37,clothes,search,2024-04-05 10:08:24,sess_user_050_3,gift_buyer,desktop,organic_search,12,0,1698000,0,False
user_050,33,clothes,add_to_cart,2024-04-05 10:10:11,sess_user_050_3,gift_buyer,desktop,organic_search,18,0,3336000,1,False
user_373,8,book,click,2024-04-05 11:21:00,sess_user_373_1,price_sensitive,mobile,direct,9,0,320000,0,False
user_373,38,clothes,price_check,2024-04-05 11:22:53,sess_user_373_1,price_sensitive,mobile,direct,24,0,3984000,0,False
user_373,2,book,view,2024-04-05 11:23:58,sess_user_373_1,price_sensitive,mobile,direct,29,21,200000,0,False
user_373,6,book,price_check,2024-04-05 11:25:31,sess_user_373_1,price_sensitive,mobile,direct,12,0,443000,0,False
user_373,8,book,review_read,2024-04-05 11:26:36,sess_user_373_1,price_sensitive,mobile,direct,307,50,415000,0,False
user_373,19,book,click,2024-04-05 11:32:04,sess_user_373_1,price_sensitive,mobile,direct,13,0,152000,0,False
user_373,2,book,review_read,2024-04-05 11:33:23,sess_user_373_1,price_sensitive,mobile,direct,152,60,343000,0,False
user_118,45,electronics,price_check,2024-04-05 18:19:00,sess_user_118_3,price_sensitive,mobile,recommendation,23,0,6749000,0,False
user_118,25,book,view,2024-04-05 18:19:40,sess_user_118_3,price_sensitive,mobile,recommendation,65,53,450000,0,False
user_118,8,book,add_to_cart,2024-04-05 18:22:03,sess_user_118_3,price_sensitive,mobile,recommendation,13,0,178000,1,False
user_470,50,electronics,search,2024-04-06 13:46:00,sess_user_470_2,gift_buyer,desktop,email,20,0,9437000,0,False
user_470,48,electronics,view,2024-04-06 13:47:02,sess_user_470_2,gift_buyer,desktop,email,38,56,7044000,0,False
user_470,7,book,review_read,2024-04-06 13:48:17,sess_user_470_2,gift_buyer,desktop,email,59,84,361000,0,False
user_026,42,electronics,add_to_cart,2024-04-06 16:24:00,sess_user_026_2,loyal_customer,mobile,direct,15,0,8894000,2,False
user_026,29,clothes,search,2024-04-06 16:25:03,sess_user_026_2,loyal_customer,mobile,direct,16,0,1453000,0,False
user_026,49,electronics,search,2024-04-06 16:26:13,sess_user_026_2,loyal_customer,mobile,direct,23,0,10329000,0,False
user_337,28,book,add_to_cart,2024-04-06 16:48:00,sess_user_337_1,deal_hunter,desktop,recommendation,12,0,450000,2,False
user_337,19,book,price_check,2024-04-06 16:49:22,sess_user_337_1,deal_hunter,desktop,recommendation,27,0,235000,0,False
user_337,41,electronics,add_to_cart,2024-04-06 16:50:50,sess_user_337_1,deal_hunter,desktop,recommendation,17,0,8656000,1,False
user_166,42,electronics,view,2024-04-06 19:40:00,sess_user_166_3,impulse_buyer,mobile,social,74,31,10082000,0,False
user_166,38,clothes,click,2024-04-06 19:41:55,sess_user_166_3,impulse_buyer,mobile,social,1,0,2063000,0,False
user_166,8,book,purchase,2024-04-06 19:42:48,sess_user_166_3,impulse_buyer,mobile,social,112,0,226000,1,False
user_493,4,book,view,2024-04-06 23:44:00,sess_user_493_3,window_shopper,mobile,recommendation,60,65,236000,0,False
user_493,9,book,click,2024-04-06 23:46:18,sess_user_493_3,window_shopper,mobile,recommendation,7,0,290000,0,False
user_493,36,clothes,search,2024-04-06 23:47:34,sess_user_493_3,window_shopper,mobile,recommendation,23,0,2446000,0,False
user_493,23,book,view,2024-04-06 23:49:05,sess_user_493_3,window_shopper,mobile,recommendation,109,92,397000,0,False
user_493,4,book,click,2024-04-06 23:51:15,sess_user_493_3,window_shopper,mobile,recommendation,12,0,345000,0,False
user_493,4,book,view,2024-04-06 23:52:18,sess_user_493_3,window_shopper,mobile,recommendation,127,79,215000,0,False
user_316,30,clothes,add_to_cart,2024-04-07 11:39:00,sess_user_316_3,loyal_customer,desktop,direct,11,0,2315000,1,False
user_316,27,book,purchase,2024-04-07 11:39:53,sess_user_316_3,loyal_customer,desktop,direct,126,0,306000,1,True
user_316,30,clothes,add_to_cart,2024-04-07 11:43:36,sess_user_316_3,loyal_customer,desktop,direct,11,0,3113000,2,False
user_316,11,book,add_to_cart,2024-04-07 11:45:47,sess_user_316_3,loyal_customer,desktop,direct,9,0,374000,1,False
user_364,6,book,click,2024-04-07 16:13:00,sess_user_364_3,deal_hunter,desktop,email,2,0,269000,0,False
user_364,12,book,search,2024-04-07 16:13:43,sess_user_364_3,deal_hunter,desktop,email,28,0,392000,0,False
user_364,43,electronics,view,2024-04-07 16:15:11,sess_user_364_3,deal_hunter,desktop,email,61,74,8819000,0,False
user_285,47,electronics,review_read,2024-04-07 16:36:00,sess_user_285_3,brand_loyal,tablet,paid_search,178,53,10990000,0,False
user_285,12,book,view,2024-04-07 16:40:20,sess_user_285_3,brand_loyal,tablet,paid_search,70,52,156000,0,False
user_285,25,book,view,2024-04-07 16:41:59,sess_user_285_3,brand_loyal,tablet,paid_search,52,57,178000,0,False
user_285,26,book,view,2024-04-07 16:44:27,sess_user_285_3,brand_loyal,tablet,paid_search,8,56,243000,0,False
user_224,34,clothes,review_read,2024-04-07 16:59:00,sess_user_224_3,price_sensitive,desktop,paid_search,158,97,2700000,0,False
user_224,19,book,review_read,2024-04-07 17:02:30,sess_user_224_3,price_sensitive,desktop,paid_search,163,57,276000,0,False
user_224,34,clothes,add_to_cart,2024-04-07 17:05:31,sess_user_224_3,price_sensitive,desktop,paid_search,18,0,4457000,3,False
user_224,9,book,price_check,2024-04-07 17:06:24,sess_user_224_3,price_sensitive,desktop,paid_search,12,0,242000,0,False
user_224,37,clothes,click,2024-04-07 17:07:37,sess_user_224_3,price_sensitive,desktop,paid_search,11,0,3592000,0,False
user_224,18,book,search,2024-04-07 17:09:14,sess_user_224_3,price_sensitive,desktop,paid_search,21,0,319000,0,False
user_224,14,book,view,2024-04-07 17:10:35,sess_user_224_3,price_sensitive,desktop,paid_search,41,70,374000,0,False
user_113,28,book,purchase,2024-04-07 20:22:00,sess_user_113_3,loyal_customer,mobile,direct,1,0,450000,1,False
user_113,27,book,view,2024-04-07 20:23:12,sess_user_113_3,loyal_customer,mobile,direct,83,49,319000,0,False
user_113,14,book,click,2024-04-07 20:25:07,sess_user_113_3,loyal_customer,mobile,direct,7,0,406000,0,False
user_307,29,clothes,view,2024-04-07 23:01:00,sess_user_307_1,window_shopper,mobile,recommendation,72,73,2373000,0,False
user_307,33,clothes,click,2024-04-07 23:03:12,sess_user_307_1,window_shopper,mobile,recommendation,7,0,3815000,0,False
user_307,33,clothes,view,2024-04-07 23:04:59,sess_user_307_1,window_shopper,mobile,recommendation,64,69,3225000,0,False
user_307,33,clothes,view,2024-04-07 23:06:51,sess_user_307_1,window_shopper,mobile,recommendation,79,52,4588000,0,False
user_307,33,clothes,add_to_cart,2024-04-07 23:08:30,sess_user_307_1,window_shopper,mobile,recommendation,16,0,2724000,1,False
user_307,46,electronics,add_to_cart,2024-04-07 23:09:05,sess_user_307_1,window_shopper,mobile,recommendation,18,0,9939000,2,False
user_307,12,book,view,2024-04-07 23:10:44,sess_user_307_1,window_shopper,mobile,recommendation,94,76,340000,0,False
user_087,39,electronics,view,2024-04-07 23:19:00,sess_user_087_3,impulse_buyer,mobile,organic_search,1,40,4820000,0,False
user_087,5,book,purchase,2024-04-07 23:19:53,sess_user_087_3,impulse_buyer,mobile,organic_search,16,0,127000,2,False
user_087,18,book,click,2024-04-07 23:22:01,sess_user_087_3,impulse_buyer,mobile,organic_search,4,0,250000,0,False
user_425,45,electronics,review_read,2024-04-08 08:50:00,sess_user_425_4,brand_loyal,tablet,social,101,82,14225000,0,False
user_425,3,book,add_to_cart,2024-04-08 08:52:02,sess_user_425_4,brand_loyal,tablet,social,8,0,177000,1,False
user_425,32,clothes,remove_from_cart,2024-04-08 08:52:40,sess_user_425_4,brand_loyal,tablet,social,10,0,1761000,0,False
user_425,37,clothes,review_read,2024-04-08 08:54:34,sess_user_425_4,brand_loyal,tablet,social,51,60,2529000,0,False
user_425,37,clothes,add_to_cart,2024-04-08 08:56:53,sess_user_425_4,brand_loyal,tablet,social,3,0,1483000,2,False
user_425,37,clothes,purchase,2024-04-08 08:58:47,sess_user_425_4,brand_loyal,tablet,social,57,0,3662000,1,False
user_425,10,book,purchase,2024-04-08 09:01:27,sess_user_425_4,brand_loyal,tablet,social,50,0,234000,1,False
user_214,50,electronics,click,2024-04-08 11:17:00,sess_user_214_1,brand_loyal,desktop,recommendation,5,0,8849000,0,False
user_214,29,clothes,add_to_cart,2024-04-08 11:18:23,sess_user_214_1,brand_loyal,desktop,recommendation,9,0,2712000,1,False
user_214,29,clothes,view,2024-04-08 11:19:54,sess_user_214_1,brand_loyal,desktop,recommendation,62,55,2858000,0,False
user_214,18,book,purchase,2024-04-08 11:21:31,sess_user_214_1,brand_loyal,desktop,recommendation,28,0,303000,1,True
user_214,37,clothes,purchase,2024-04-08 11:22:09,sess_user_214_1,brand_loyal,desktop,recommendation,109,0,5139000,1,False
user_011,27,book,click,2024-04-08 11:24:00,sess_user_011_4,deal_hunter,mobile,email,8,0,167000,0,False
user_214,49,electronics,price_check,2024-04-08 11:25:42,sess_user_214_1,brand_loyal,desktop,recommendation,12,0,4858000,0,False
user_011,24,book,add_to_cart,2024-04-08 11:26:07,sess_user_011_4,deal_hunter,mobile,email,16,0,300000,1,False
user_214,17,book,click,2024-04-08 11:27:36,sess_user_214_1,brand_loyal,desktop,recommendation,10,0,298000,0,False
user_011,27,book,add_to_cart,2024-04-08 11:27:55,sess_user_011_4,deal_hunter,mobile,email,6,0,220000,3,False
user_011,27,book,search,2024-04-08 11:29:59,sess_user_011_4,deal_hunter,mobile,email,10,0,258000,0,False
user_011,4,book,purchase,2024-04-08 11:31:41,sess_user_011_4,deal_hunter,mobile,email,173,0,187000,2,True
user_011,27,book,search,2024-04-08 11:35:00,sess_user_011_4,deal_hunter,mobile,email,22,0,219000,0,False
user_337,42,electronics,search,2024-04-08 16:48:00,sess_user_337_2,deal_hunter,desktop,organic_search,33,0,9136000,0,False
user_337,32,clothes,remove_from_cart,2024-04-08 16:48:00,sess_user_337_3,deal_hunter,desktop,paid_search,7,0,3234000,0,False
user_337,32,clothes,search,2024-04-08 16:48:30,sess_user_337_3,deal_hunter,desktop,paid_search,18,0,3027000,0,False
user_337,23,book,search,2024-04-08 16:49:06,sess_user_337_2,deal_hunter,desktop,organic_search,24,0,203000,0,False
user_337,32,clothes,purchase,2024-04-08 16:49:48,sess_user_337_3,deal_hunter,desktop,paid_search,115,0,2943000,3,True
user_337,27,book,search,2024-04-08 16:51:03,sess_user_337_2,deal_hunter,desktop,organic_search,22,0,291000,0,False
user_337,30,clothes,review_read,2024-04-08 16:53:24,sess_user_337_2,deal_hunter,desktop,organic_search,153,58,2339000,0,False
user_337,42,electronics,click,2024-04-08 16:56:49,sess_user_337_2,deal_hunter,desktop,organic_search,9,0,11402000,0,False
user_493,22,book,click,2024-04-08 23:44:00,sess_user_493_4,window_shopper,mobile,social,11,0,329000,0,False
user_493,22,book,review_read,2024-04-08 23:44:45,sess_user_493_4,window_shopper,mobile,social,125,81,388000,0,False
user_493,25,book,view,2024-04-08 23:47:45,sess_user_493_4,window_shopper,mobile,social,16,54,248000,0,False
user_493,37,clothes,view,2024-04-08 23:49:29,sess_user_493_4,window_shopper,mobile,social,82,53,2798000,0,False
user_427,17,book,review_read,2024-04-09 13:25:00,sess_user_427_4,researcher,mobile,recommendation,339,100,276000,0,False
user_427,36,clothes,search,2024-04-09 13:31:47,sess_user_427_4,researcher,mobile,recommendation,23,0,4722000,0,False
user_427,25,book,review_read,2024-04-09 13:33:22,sess_user_427_4,researcher,mobile,recommendation,183,95,424000,0,False
user_427,34,clothes,search,2024-04-09 13:37:57,sess_user_427_4,researcher,mobile,recommendation,21,0,3909000,0,False
user_427,19,book,search,2024-04-09 13:40:14,sess_user_427_4,researcher,mobile,recommendation,32,0,260000,0,False
user_026,38,clothes,search,2024-04-09 16:24:00,sess_user_026_3,loyal_customer,mobile,paid_search,24,0,1061000,0,False
user_026,14,book,purchase,2024-04-09 16:24:55,sess_user_026_3,loyal_customer,mobile,paid_search,212,0,251000,2,False
user_026,48,electronics,click,2024-04-09 16:29:45,sess_user_026_3,loyal_customer,mobile,paid_search,11,0,6358000,0,False
user_026,14,book,click,2024-04-09 16:31:36,sess_user_026_3,loyal_customer,mobile,paid_search,9,0,182000,0,False
user_373,3,book,search,2024-04-10 11:21:00,sess_user_373_2,price_sensitive,mobile,recommendation,11,0,255000,0,False
user_373,40,electronics,add_to_cart,2024-04-10 11:21:23,sess_user_373_2,price_sensitive,mobile,recommendation,10,0,10798000,1,False
user_328,30,clothes,click,2024-04-10 11:22:00,sess_user_328_3,brand_loyal,mobile,direct,1,0,1879000,0,False
user_373,20,book,add_to_cart,2024-04-10 11:23:06,sess_user_373_2,price_sensitive,mobile,recommendation,13,0,219000,1,False
user_328,23,book,review_read,2024-04-10 11:23:51,sess_user_328_3,brand_loyal,mobile,direct,165,89,268000,0,False
user_373,22,book,add_to_cart,2024-04-10 11:24:11,sess_user_373_2,price_sensitive,mobile,recommendation,13,0,450000,2,False
user_373,36,clothes,price_check,2024-04-10 11:25:02,sess_user_373_2,price_sensitive,mobile,recommendation,24,0,2031000,0,False
user_328,52,electronics,review_read,2024-04-10 11:28:09,sess_user_328_3,brand_loyal,mobile,direct,157,87,5328000,0,False
user_328,43,electronics,purchase,2024-04-10 11:30:58,sess_user_328_3,brand_loyal,mobile,direct,140,0,9112000,2,False
user_328,24,book,click,2024-04-10 11:34:27,sess_user_328_3,brand_loyal,mobile,direct,9,0,223000,0,False
user_328,43,electronics,click,2024-04-10 11:36:19,sess_user_328_3,brand_loyal,mobile,direct,4,0,9610000,0,False
user_328,30,clothes,add_to_cart,2024-04-10 11:38:09,sess_user_328_3,brand_loyal,mobile,direct,21,0,3953000,1,False
user_328,52,electronics,search,2024-04-10 11:40:00,sess_user_328_3,brand_loyal,mobile,direct,13,0,5722000,0,False
user_223,37,clothes,add_to_cart,2024-04-10 11:47:00,sess_user_223_1,price_sensitive,desktop,direct,2,0,3868000,1,False
user_223,45,electronics,view,2024-04-10 11:48:56,sess_user_223_1,price_sensitive,desktop,direct,92,48,14182000,0,False
user_223,37,clothes,click,2024-04-10 11:51:39,sess_user_223_1,price_sensitive,desktop,direct,14,0,3032000,0,False
user_223,12,book,remove_from_cart,2024-04-10 11:53:15,sess_user_223_1,price_sensitive,desktop,direct,7,0,188000,0,False
user_223,37,clothes,click,2024-04-10 11:53:37,sess_user_223_1,price_sensitive,desktop,direct,9,0,3570000,0,False
user_223,11,book,click,2024-04-10 11:54:37,sess_user_223_1,price_sensitive,desktop,direct,8,0,122000,0,False
user_223,37,clothes,price_check,2024-04-10 11:56:37,sess_user_223_1,price_sensitive,desktop,direct,45,0,3126000,0,False
user_223,37,clothes,view,2024-04-10 11:58:05,sess_user_223_1,price_sensitive,desktop,direct,54,62,4987000,0,False
user_198,37,clothes,view,2024-04-10 14:34:00,sess_user_198_1,price_sensitive,mobile,paid_search,56,36,2255000,0,False
user_198,7,book,view,2024-04-10 14:35:07,sess_user_198_1,price_sensitive,mobile,paid_search,81,52,367000,0,False
user_198,42,electronics,click,2024-04-10 14:36:49,sess_user_198_1,price_sensitive,mobile,paid_search,10,0,8087000,0,False
user_198,2,book,view,2024-04-10 14:38:06,sess_user_198_1,price_sensitive,mobile,paid_search,130,50,397000,0,False
user_198,7,book,price_check,2024-04-10 14:41:35,sess_user_198_1,price_sensitive,mobile,paid_search,25,0,339000,0,False
user_198,2,book,review_read,2024-04-10 14:42:19,sess_user_198_1,price_sensitive,mobile,paid_search,244,69,116000,0,False
user_198,21,book,view,2024-04-10 14:46:48,sess_user_198_1,price_sensitive,mobile,paid_search,66,66,318000,0,False
user_092,18,book,click,2024-04-10 20:20:00,sess_user_092_1,impulse_buyer,desktop,organic_search,1,0,321000,0,False
user_092,18,book,click,2024-04-10 20:20:56,sess_user_092_1,impulse_buyer,desktop,organic_search,3,0,450000,0,False
user_092,28,book,purchase,2024-04-10 20:22:26,sess_user_092_1,impulse_buyer,desktop,organic_search,39,0,146000,1,False
user_050,29,clothes,purchase,2024-04-11 10:02:00,sess_user_050_4,gift_buyer,desktop,recommendation,92,0,2157000,2,False
user_050,50,electronics,click,2024-04-11 10:05:26,sess_user_050_4,gift_buyer,desktop,recommendation,13,0,6033000,0,False
user_050,2,book,search,2024-04-11 10:07:25,sess_user_050_4,gift_buyer,desktop,recommendation,33,0,192000,0,False
user_050,19,book,price_check,2024-04-11 10:08:39,sess_user_050_4,gift_buyer,desktop,recommendation,36,0,235000,0,False
user_050,20,book,click,2024-04-11 10:09:26,sess_user_050_4,gift_buyer,desktop,recommendation,11,0,218000,0,False
user_050,50,electronics,add_to_cart,2024-04-11 10:10:44,sess_user_050_4,gift_buyer,desktop,recommendation,12,0,9281000,1,False
user_050,50,electronics,search,2024-04-11 10:12:12,sess_user_050_4,gift_buyer,desktop,recommendation,12,0,11857000,0,False
user_050,2,book,search,2024-04-11 10:14:02,sess_user_050_4,gift_buyer,desktop,recommendation,16,0,244000,0,False
user_501,15,book,search,2024-04-11 13:30:00,sess_user_501_1,researcher,desktop,organic_search,31,0,241000,0,False
user_501,15,book,click,2024-04-11 13:32:20,sess_user_501_1,researcher,desktop,organic_search,13,0,312000,0,False
user_501,12,book,price_check,2024-04-11 13:34:25,sess_user_501_1,researcher,desktop,organic_search,21,0,279000,0,False
user_501,3,book,view,2024-04-11 13:36:42,sess_user_501_1,researcher,desktop,organic_search,71,84,204000,0,False
user_501,4,book,price_check,2024-04-11 13:39:53,sess_user_501_1,researcher,desktop,organic_search,31,0,450000,0,False
user_501,31,clothes,purchase,2024-04-11 13:41:45,sess_user_501_1,researcher,desktop,organic_search,247,0,922000,1,False
user_501,11,book,price_check,2024-04-11 13:47:14,sess_user_501_1,researcher,desktop,organic_search,52,0,257000,0,False
user_501,15,book,price_check,2024-04-11 13:49:44,sess_user_501_1,researcher,desktop,organic_search,30,0,185000,0,False
user_113,11,book,add_to_cart,2024-04-11 20:22:00,sess_user_113_4,loyal_customer,mobile,organic_search,16,0,162000,1,False
user_113,23,book,add_to_cart,2024-04-11 20:23:39,sess_user_113_4,loyal_customer,mobile,organic_search,14,0,246000,1,False
